,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
10,0.25163,3690.4,4515.1,9.3247,27.083,41.841,2708.0,74.925,120.4,0.35349,80.263,49.253,2636.6,24.903,49.72,3105.7,22.907,65.753,232.1,341.15,94.637,77.232,32.105,9.1872,25.894,6.8413,18.852,1.6549,32.879,13.94,23.99,1.5218,18.421,2.2425,4.7262,2.2463,0.031534,0.83453,0.10688,53.93,44.637,63.419,54.021,24.507,61.18,22.306,41.341,35.901,45.886,47.219,40.721,18.21
11,0.25022,3699.9,4540.8,9.3426,26.487,42.603,2706.8,75.595,120.44,0.34995,80.164,49.029,2635.9,24.265,46.957,3104.3,22.427,65.784,230.05,340.81,94.453,77.301,32.105,9.1872,25.894,6.8413,18.852,1.6549,32.879,13.94,23.99,1.5218,18.421,2.2425,4.7262,2.2463,0.031534,0.83453,0.10688,53.93,44.637,63.255,53.714,24.645,62.852,21.827,41.773,35.243,39.491,47.37,41.301,19.35
12,0.2539,3680.7,4545.7,9.4641,26.7,42.567,2705.6,75.341,120.39,0.35006,80.118,49.684,2634.8,25.179,50.898,3104.1,22.623,65.742,228.73,341.07,94.641,77.199,31.631,8.8708,26.657,6.7203,19.08,1.6894,32.774,14.016,24.103,1.2073,18.389,2.2949,4.8738,2.2835,0.031534,0.83453,0.10688,53.93,44.637,63.046,53.352,24.92,60.255,21.952,41.762,37.169,48.611,47.459,41.353,18.895
13,0.25259,3691.6,4490.2,9.3945,26.484,42.55,2706.7,75.254,120.41,0.35271,80.206,50.444,2635.4,25.778,51.313,3103.7,22.703,65.732,228.51,341.27,94.438,77.576,31.631,8.8708,26.657,6.7203,19.08,1.6894,32.774,14.016,24.103,1.2073,18.389,2.2949,4.8738,2.2835,0.031534,0.83453,0.10688,53.93,44.637,62.858,54.016,25.049,60.144,22.005,41.439,39.405,49.574,47.448,41.163,18.671
14,0.30225,3733.6,4462.2,9.2721,26.775,42.485,2707.1,75.187,120.4,0.35931,80.286,48.662,2635.4,23.941,48.539,3106.8,23.235,65.777,229.72,340.96,94.536,77.342,32.377,9.0083,26.15,6.8194,18.332,1.6046,32.942,13.664,24.057,1.0192,18.518,2.2617,4.8222,2.2846,0.031534,0.83453,0.10688,53.93,44.637,63.292,53.759,29.839,63.78,21.907,42.888,34.162,43.154,47.307,41.084,17.408
15,0.30472,3722.9,4468.9,9.3881,26.8,42.798,2704.2,74.608,120.41,0.36174,80.0,48.525,2632.4,25.941,50.579,3103.1,23.25,65.737,227.96,341.03,94.315,77.346,32.377,9.0083,26.15,6.8194,18.332,1.6046,32.942,13.664,24.057,1.0192,18.518,2.2617,4.8222,2.2846,0.017836,0.83756,0.10316,52.709,43.644,63.476,53.68,29.597,61.781,21.826,42.593,33.761,47.875,47.467,41.403,17.388
16,0.23234,3669.2,4585.5,9.2592,26.908,42.36,2704.9,75.335,120.39,0.31782,80.156,51.707,2634.4,25.257,48.545,3103.5,21.972,65.727,229.01,341.47,94.542,77.453,31.953,8.8952,26.688,6.9479,18.45,1.6634,33.008,13.644,24.166,1.2658,18.439,2.3084,4.7981,2.2874,0.017836,0.83756,0.10316,52.709,43.644,63.637,54.13,22.907,62.171,22.252,38.565,43.124,43.166,47.36,41.13,20.408
17,0.23225,3686.3,4541.6,9.3188,26.678,41.981,2704.8,74.837,120.41,0.31822,80.129,50.512,2633.3,25.137,51.259,3102.5,22.883,65.729,229.56,341.18,94.492,77.392,31.953,8.8952,26.688,6.9479,18.45,1.6634,33.008,13.644,24.166,1.2658,18.439,2.3084,4.7981,2.2874,0.017836,0.83756,0.10316,52.709,43.644,63.342,54.655,22.916,59.975,21.972,38.517,39.605,49.449,47.295,41.723,18.25
18,0.2743,3675.3,4520.9,9.1806,26.959,42.273,2704.0,74.343,120.37,0.32036,80.062,50.008,2631.9,24.998,49.81,3103.6,23.535,65.72,226.83,340.89,94.519,77.08,32.161,8.8084,26.44,7.0249,18.858,1.6493,32.986,14.012,23.988,1.0137,18.379,2.284,4.8703,2.2834,0.017836,0.83756,0.10316,52.709,43.644,62.403,54.68,26.89,61.66,21.945,37.461,38.123,46.094,47.521,40.746,16.73
19,0.27336,3662.6,4554.2,9.3088,26.856,42.431,2705.3,74.249,120.39,0.31683,80.079,51.316,2633.6,25.548,51.219,3103.5,23.0,65.704,228.96,341.22,94.656,77.629,32.161,8.8084,26.44,7.0249,18.858,1.6493,32.986,14.012,23.988,1.0137,18.379,2.284,4.8703,2.2834,0.017836,0.83756,0.10316,52.709,43.644,62.621,54.281,26.982,61.572,22.002,37.892,41.974,49.356,47.318,40.382,17.965
20,0.2544,3605.0,4487.8,9.3622,26.379,42.351,2706.3,75.692,120.35,0.35988,80.153,51.467,2634.7,25.909,49.413,3103.5,22.412,65.733,228.3,341.44,94.573,77.358,32.125,8.8879,26.469,7.0808,18.801,1.6503,33.142,13.855,24.197,1.1467,18.334,2.2382,4.9387,2.2361,0.023381,0.84429,0.088417,54.144,43.982,62.839,54.093,25.159,60.299,22.01,42.498,42.417,45.174,47.442,40.631,19.374
21,0.25649,3625.3,4515.7,9.2957,27.165,42.485,2705.4,74.156,120.4,0.35888,80.089,49.568,2634.9,25.966,52.289,3101.7,22.647,65.716,229.86,341.6,94.788,77.275,32.125,8.8879,26.469,7.0808,18.801,1.6503,33.142,13.855,24.197,1.1467,18.334,2.2382,4.9387,2.2361,0.023381,0.84429,0.088417,54.144,43.982,62.49,53.759,24.954,62.588,22.457,42.621,36.83,51.832,47.32,41.504,18.826
22,0.26223,3634.6,4523.7,9.492,26.956,41.864,2706.9,75.157,120.37,0.34154,80.127,49.716,2635.7,26.077,50.2,3102.1,22.095,65.708,228.51,341.94,94.726,77.048,32.058,8.9394,26.333,6.7752,19.136,1.6922,32.691,13.952,23.723,1.1415,19.105,2.2797,4.8527,2.2807,0.023381,0.84429,0.088417,54.144,43.982,61.678,53.797,25.173,61.079,22.293,40.695,37.263,46.996,47.46,39.848,20.145
23,0.25752,3628.7,4513.9,9.4191,26.758,42.168,2705.0,75.539,120.37,0.34215,79.866,48.857,2633.8,24.825,50.942,3102.2,23.632,65.692,228.18,341.74,94.837,77.081,32.058,8.9394,26.333,6.7752,19.136,1.6922,32.691,13.952,23.723,1.1415,19.105,2.2797,4.8527,2.2807,0.023381,0.84429,0.088417,54.144,43.982,61.779,53.914,25.635,62.295,22.113,40.621,34.737,48.713,47.512,41.137,16.513
24,0.26452,3680.4,4491.6,9.4186,26.931,42.234,2707.2,76.158,120.41,0.35422,79.991,50.469,2635.4,26.146,49.633,3104.3,23.083,65.657,229.5,342.11,94.626,77.36,32.115,8.9105,26.287,6.7738,18.812,1.6675,33.306,13.816,23.905,1.3586,18.842,2.2648,4.8881,2.3573,0.023381,0.84429,0.088417,54.144,43.982,63.528,53.325,26.41,60.944,22.248,41.861,39.479,45.685,47.416,41.128,17.804
25,0.26827,3686.4,4496.3,9.3058,27.217,42.572,2708.1,75.243,120.43,0.35058,80.147,49.522,2637.1,22.83,50.711,3104.7,23.528,65.639,229.68,342.27,94.59,77.676,32.115,8.9105,26.287,6.7738,18.812,1.6675,33.306,13.816,23.905,1.3586,18.842,2.2648,4.8881,2.3573,0.0082346,0.85776,0.096801,53.367,44.081,63.424,53.268,26.042,59.745,22.467,42.306,36.692,48.181,47.602,41.779,16.711
26,0.26255,3684.7,4524.8,9.462,27.221,42.37,2705.8,74.891,120.42,0.33706,80.035,49.637,2634.0,26.621,50.975,3104.1,22.509,65.709,229.67,341.48,94.467,77.043,32.272,8.8692,26.153,6.7988,18.942,1.656,33.054,13.651,24.137,1.2277,18.429,2.2316,4.8643,2.3256,0.0082346,0.85776,0.096801,53.367,44.081,63.566,53.69,25.731,60.891,22.095,40.411,37.032,48.79,47.701,41.63,19.177
27,0.26177,3708.1,4500.8,9.2738,26.821,42.477,2706.5,75.055,120.42,0.34161,79.986,49.487,2635.7,24.867,48.631,3103.0,23.093,65.702,231.98,342.12,94.504,77.2,32.272,8.8692,26.153,6.7988,18.942,1.656,33.054,13.651,24.137,1.2277,18.429,2.2316,4.8643,2.3256,0.0082346,0.85776,0.096801,53.367,44.081,63.164,53.977,25.807,62.907,22.301,39.857,36.591,43.367,47.594,42.048,17.783
28,0.24628,3672.5,4488.0,9.2708,26.533,42.446,2706.0,75.428,120.4,0.32015,80.066,49.398,2635.4,25.277,49.311,3102.7,23.415,65.724,232.33,342.01,94.525,77.183,31.948,8.94,26.226,6.8939,18.896,1.6153,33.516,13.847,23.934,1.167,19.025,2.288,4.7923,2.2722,0.0082346,0.85776,0.096801,53.367,44.081,63.648,53.795,24.338,63.632,22.355,37.913,36.33,44.939,47.661,41.658,17.014
29,0.25047,3684.7,4472.9,9.4221,26.722,42.573,2707.0,73.968,120.4,0.31901,80.285,51.041,2636.6,26.791,50.606,3103.0,22.798,65.755,233.57,342.4,94.35,77.449,31.948,8.94,26.226,6.8939,18.896,1.6153,33.516,13.847,23.934,1.167,19.025,2.288,4.7923,2.2722,0.0082346,0.85776,0.096801,53.367,44.081,63.437,53.975,23.926,59.413,22.249,38.053,41.163,47.937,47.644,41.933,18.445
30,0.27973,3663.4,4515.4,9.409,26.891,42.558,2706.6,75.348,120.4,0.34212,80.271,48.08,2634.9,23.18,50.437,3103.0,22.821,65.836,233.44,341.76,94.575,77.292,31.963,9.0486,25.883,6.7762,18.328,1.6446,33.013,13.713,24.036,1.2353,18.609,2.2476,4.786,2.3002,0.00088202,0.84566,0.097302,53.517,44.345,63.004,53.556,27.364,61.12,22.346,40.377,32.448,47.545,48.12,41.805,18.391
31,0.28174,3657.5,4473.3,9.3456,26.962,42.405,2705.2,75.122,120.4,0.34342,80.092,50.538,2634.0,24.467,50.42,3100.8,22.781,65.861,233.07,342.19,94.504,77.167,31.963,9.0486,25.883,6.7762,18.328,1.6446,33.013,13.713,24.036,1.2353,18.609,2.2476,4.786,2.3002,0.00088202,0.84566,0.097302,53.517,44.345,63.106,54.059,27.166,60.898,22.237,40.218,39.684,47.506,48.407,41.006,18.5
32,0.28082,3661.4,4549.7,9.324,26.913,42.317,2706.0,74.595,120.41,0.32726,80.115,48.351,2634.2,24.252,49.011,3103.0,22.722,65.855,234.52,342.1,94.568,77.509,32.212,8.6767,26.116,6.8641,18.881,1.7111,32.985,13.736,24.329,1.1919,18.27,2.2912,4.9177,2.2752,0.00088202,0.84566,0.097302,53.517,44.345,64.115,54.566,27.442,61.507,22.085,38.548,33.247,44.246,48.531,41.519,18.623
33,0.27913,3708.2,4553.6,9.3095,26.902,42.416,2707.6,74.918,120.41,0.32754,80.21,50.625,2636.9,24.729,49.748,3103.1,21.97,65.903,236.63,342.36,94.429,77.059,32.212,8.6767,26.116,6.8641,18.881,1.7111,32.985,13.736,24.329,1.1919,18.27,2.2912,4.9177,2.2752,0.00088202,0.84566,0.097302,53.517,44.345,63.31,54.519,27.608,60.571,22.552,38.514,39.94,45.952,48.595,41.001,20.432
34,0.25717,3692.9,4508.1,9.3055,27.206,42.479,2702.8,75.53,120.4,0.32721,79.87,48.887,2631.6,24.095,49.943,3101.4,23.004,65.874,234.28,341.99,94.592,77.088,32.102,8.9639,26.065,7.0254,18.27,1.649,33.516,13.764,23.843,1.2137,18.296,2.2889,4.8901,2.2749,0.00088202,0.84566,0.097302,53.517,44.345,62.86,53.735,25.233,61.418,22.107,39.009,34.825,46.401,49.057,41.827,17.994
35,0.25737,3661.5,4473.8,9.3592,26.785,42.316,2702.6,75.655,120.4,0.32776,79.849,51.019,2631.3,26.299,51.047,3100.4,22.751,65.856,236.07,341.79,94.519,77.031,32.102,8.9639,26.065,7.0254,18.27,1.649,33.516,13.764,23.843,1.2137,18.296,2.2889,4.8901,2.2749,0.018855,0.83702,0.10382,53.852,44.271,63.4,54.146,25.214,61.979,21.962,38.942,41.098,48.958,48.875,41.336,18.619
36,0.26946,3610.3,4528.7,9.3528,26.902,41.922,2706.0,74.711,120.42,0.32677,80.095,49.578,2634.9,24.874,50.359,3100.6,22.553,65.861,237.13,342.49,94.657,77.45,32.461,8.802,26.53,7.0658,18.855,1.6968,33.396,13.603,24.49,1.4061,18.461,2.215,4.8883,2.3261,0.018855,0.83702,0.10382,53.852,44.271,62.808,55.023,26.181,59.537,22.684,39.701,36.859,47.366,48.912,40.94,19.052
37,0.27009,3627.7,4573.7,9.4641,27.06,42.702,2705.2,75.335,120.39,0.32998,80.007,51.828,2634.2,24.932,48.991,3103.0,23.2,65.891,236.68,342.1,94.544,77.211,32.461,8.802,26.53,7.0658,18.855,1.6968,33.396,13.603,24.49,1.4061,18.461,2.215,4.8883,2.3261,0.018855,0.83702,0.10382,53.852,44.271,62.509,54.485,26.12,60.353,22.394,39.31,43.479,44.199,49.082,39.791,17.535
38,0.23211,3578.4,4502.8,9.3894,26.642,42.497,2707.1,74.774,120.38,0.3086,80.023,49.751,2636.0,26.25,49.261,3102.1,23.808,65.897,235.79,342.37,94.78,77.326,32.328,8.9365,26.037,6.8872,18.377,1.6345,32.89,13.554,24.128,1.2368,18.27,2.3022,4.8558,2.3754,0.018855,0.83702,0.10382,53.852,44.271,62.847,53.931,22.835,60.368,22.525,37.419,37.368,44.825,49.293,41.636,16.084
39,0.2332,3612.7,4469.7,9.3807,26.936,42.369,2708.0,75.578,120.37,0.31341,80.101,49.88,2637.3,25.112,51.052,3102.6,23.98,65.929,238.56,342.41,94.622,77.559,32.328,8.9365,26.037,6.8872,18.377,1.6345,32.89,13.554,24.128,1.2368,18.27,2.3022,4.8558,2.3754,0.018855,0.83702,0.10382,53.852,44.271,62.258,54.328,22.728,61.446,22.763,36.832,37.746,48.969,49.173,40.334,15.65
40,0.24063,3653.6,4512.9,9.3182,26.853,42.067,2711.3,75.826,120.43,0.30393,80.213,49.735,2640.1,24.58,48.618,3106.1,22.314,65.972,238.59,342.61,94.643,77.181,32.38,8.844,26.105,6.7059,18.782,1.6344,32.839,13.678,23.598,1.4077,18.362,2.2757,4.826,2.2152,0.044833,0.81809,0.095695,53.655,44.655,63.031,55.011,24.106,60.257,22.46,36.302,37.322,43.336,49.085,41.07,19.623
41,0.24141,3623.1,4566.0,9.2208,27.128,42.243,2710.5,75.874,120.41,0.30366,80.103,48.705,2639.2,25.771,49.073,3106.4,23.169,65.985,236.52,342.2,94.654,77.246,32.38,8.844,26.105,6.7059,18.782,1.6344,32.839,13.678,23.598,1.4077,18.362,2.2757,4.826,2.2152,0.044833,0.81809,0.095695,53.655,44.655,63.557,54.376,24.03,63.824,22.491,36.334,34.288,44.39,49.305,41.013,17.592
42,0.23588,3732.1,4517.8,9.2856,26.389,42.607,2708.5,74.962,120.4,0.31429,80.054,50.446,2637.8,25.338,49.537,3105.7,22.469,65.983,236.95,341.87,94.525,77.37,32.321,8.7807,26.434,6.7664,19.0,1.6266,33.787,13.783,23.773,1.2382,18.604,2.2955,4.876,2.2486,0.044833,0.81809,0.095695,53.655,44.655,63.351,53.994,23.254,59.857,22.269,38.072,39.414,45.462,49.301,40.961,19.245
43,0.23614,3700.9,4512.9,9.3769,26.856,42.373,2706.9,75.28,120.44,0.32149,80.053,50.012,2635.6,26.264,52.132,3103.9,22.933,65.97,237.38,341.68,94.36,77.174,32.321,8.7807,26.434,6.7664,19.0,1.6266,33.787,13.783,23.773,1.2382,18.604,2.2955,4.876,2.2486,0.044833,0.81809,0.095695,53.655,44.655,63.887,54.052,23.228,59.584,22.377,37.193,38.135,51.469,49.299,41.836,18.156
44,0.2398,3706.2,4488.8,9.3489,26.958,42.327,2705.1,75.641,120.4,0.32826,80.127,50.158,2634.8,25.108,51.895,3101.1,23.568,66.009,237.33,341.47,94.468,77.562,32.647,8.7755,26.187,6.7504,18.723,1.6469,33.529,13.834,23.758,1.2487,18.232,2.293,4.8118,2.3137,0.044833,0.81809,0.095695,53.655,44.655,63.405,53.784,23.643,59.751,22.357,39.028,38.566,50.92,49.336,41.581,16.614
45,0.23934,3668.1,4494.8,9.2209,27.127,42.472,2703.5,75.858,120.44,0.3282,80.256,50.199,2632.4,25.016,50.425,3100.8,23.006,66.038,237.25,341.25,94.429,77.419,32.647,8.7755,26.187,6.7504,18.723,1.6469,33.529,13.834,23.758,1.2487,18.232,2.293,4.8118,2.3137,0.01364,0.8339,0.10506,53.969,43.657,64.06,53.712,23.689,60.952,22.196,39.036,38.686,47.517,48.876,41.72,17.946
46,0.20585,3684.6,4552.5,9.2436,26.537,42.006,2699.5,74.589,120.41,0.33046,80.154,49.788,2628.7,23.428,49.771,3097.8,22.479,66.047,235.12,340.9,94.55,76.813,32.002,9.0984,26.418,6.9088,18.575,1.6526,32.771,14.007,24.067,1.1073,18.756,2.2678,4.8679,2.2804,0.01364,0.8339,0.10506,53.969,43.657,64.033,53.686,20.179,60.767,21.661,40.114,37.476,46.005,48.88,41.493,19.244
47,0.20377,3697.2,4506.3,9.1961,26.724,42.508,2696.5,76.061,120.4,0.33447,79.969,50.258,2625.9,25.216,50.172,3094.6,21.471,65.997,234.15,340.64,94.58,76.898,32.002,9.0984,26.418,6.9088,18.575,1.6526,32.771,14.007,24.067,1.1073,18.756,2.2678,4.8679,2.2804,0.01364,0.8339,0.10506,53.969,43.657,63.817,54.239,20.384,61.567,21.637,39.625,38.859,46.932,48.786,41.234,21.657
48,0.26664,3660.4,4535.0,9.3908,26.964,42.308,2694.4,76.468,120.37,0.35088,79.861,50.253,2622.3,23.205,49.453,3092.3,23.216,65.905,232.9,340.46,94.697,77.082,31.912,8.9294,26.378,6.8762,19.155,1.6458,33.514,13.731,23.914,1.1881,18.596,2.2819,4.9485,2.3994,0.01364,0.8339,0.10506,53.969,43.657,63.109,54.281,26.189,58.463,21.694,42.395,38.844,45.268,48.721,40.298,17.531
49,0.26681,3672.7,4519.3,9.3255,27.161,42.366,2697.1,75.373,120.4,0.35398,80.179,50.617,2625.6,25.389,51.93,3094.5,23.252,65.894,233.16,340.16,94.617,77.41,31.912,8.9294,26.378,6.8762,19.155,1.6458,33.514,13.731,23.914,1.1881,18.596,2.2819,4.9485,2.3994,0.01364,0.8339,0.10506,53.969,43.657,62.898,54.469,26.173,60.958,21.993,42.016,39.915,51.0,48.518,40.634,17.415
50,0.27593,3651.3,4498.7,9.392,26.982,41.86,2701.2,75.044,120.4,0.32355,80.522,49.308,2630.1,25.208,51.148,3097.8,23.338,65.942,234.73,340.57,94.666,77.538,31.892,8.9528,26.021,6.9195,19.101,1.6641,33.133,13.731,23.544,1.5871,18.532,2.3073,4.8046,2.3395,0.032749,0.82818,0.10052,54.853,43.414,63.542,53.278,27.458,59.625,22.202,38.411,36.065,49.191,48.583,40.647,17.176
51,0.27593,3689.0,4438.0,9.3793,26.945,42.617,2699.4,74.289,120.41,0.32235,80.417,49.83,2628.0,25.205,49.634,3097.5,22.021,66.051,235.28,340.63,94.477,77.018,31.892,8.9528,26.021,6.9195,19.101,1.6641,33.133,13.731,23.544,1.5871,18.532,2.3073,4.8046,2.3395,0.032749,0.82818,0.10052,54.853,43.414,62.892,54.006,27.458,60.112,21.773,38.557,37.6,45.687,48.515,41.705,20.332
52,0.28088,3640.8,4489.7,9.3204,27.128,42.51,2696.2,74.631,120.38,0.3196,80.113,49.992,2625.0,23.697,49.752,3095.5,23.144,66.025,235.76,340.1,94.684,77.194,31.568,8.8434,26.666,6.9385,19.174,1.667,32.799,13.809,23.514,1.2271,19.246,2.2624,4.8832,2.3216,0.032749,0.82818,0.10052,54.853,43.414,63.327,53.459,27.952,60.491,21.747,38.74,38.077,45.959,48.459,40.472,17.672
53,0.28323,3673.3,4478.6,9.3514,26.679,42.255,2698.2,75.726,120.43,0.31821,80.206,49.013,2626.5,24.925,51.357,3096.5,23.531,65.986,234.15,340.32,94.617,77.385,31.568,8.8434,26.666,6.9385,19.174,1.667,32.799,13.809,23.514,1.2271,19.246,2.2624,4.8832,2.3216,0.032749,0.82818,0.10052,54.853,43.414,62.769,53.592,27.721,58.134,21.853,38.909,35.196,49.674,48.59,41.655,16.746
54,0.31915,3663.3,4448.9,9.3392,26.828,42.191,2700.5,74.908,120.38,0.33112,80.323,49.61,2628.3,24.908,50.118,3097.5,22.293,65.988,232.06,340.92,94.583,77.546,32.229,8.8839,26.343,6.9265,18.753,1.6463,32.803,13.908,23.728,1.2455,18.878,2.2624,4.8648,2.3095,0.032749,0.82818,0.10052,54.853,43.414,62.729,53.706,31.285,58.253,22.016,39.346,36.953,46.807,48.764,40.526,19.668
55,0.31813,3649.2,4441.9,9.3136,26.92,42.784,2701.0,75.674,120.41,0.33153,80.357,51.281,2630.0,26.581,50.224,3097.7,22.432,66.002,235.11,341.4,94.574,77.347,32.229,8.8839,26.343,6.9265,18.753,1.6463,32.803,13.908,23.728,1.2455,18.878,2.2624,4.8648,2.3095,0.0043807,0.83502,0.09203,53.339,43.605,62.972,53.79,31.386,61.482,22.192,39.296,41.87,47.053,48.322,41.431,19.344
56,0.25785,3645.9,4538.7,9.2921,26.865,42.065,2697.8,75.206,120.39,0.34149,80.104,49.497,2626.4,27.255,50.671,3096.0,21.978,65.993,234.01,341.39,94.659,76.836,32.099,9.0329,26.445,6.8286,19.224,1.6774,32.997,13.946,23.909,1.2576,18.846,2.3068,4.8468,2.2848,0.0043807,0.83502,0.09203,53.339,43.605,63.087,53.635,25.325,60.89,22.006,40.798,36.618,48.087,48.337,40.914,20.473
57,0.25725,3666.9,4509.8,9.2478,26.791,42.555,2699.1,74.436,120.41,0.33892,80.214,49.989,2627.9,22.938,50.858,3095.0,24.644,65.936,232.53,341.19,94.673,77.885,32.099,9.0329,26.445,6.8286,19.224,1.6774,32.997,13.946,23.909,1.2576,18.846,2.3068,4.8468,2.2848,0.0043807,0.83502,0.09203,53.339,43.605,62.725,53.981,25.383,62.783,22.431,41.112,38.067,48.519,48.392,41.441,14.067
